Monitoring Location ID	Activity ID	Activity Type	Activity Start Date	Activity Start Time	Sample Collection Method ID	Sample Collection Equipment Name	Sample Collection Equipment Comment	Characteristic Name	Method Speciation	Result Detection Condition	Result Value	Result Unit	Result Sample Fraction	Result Analytical Method ID	Result Analytical Method Context	Result Detection Limit Type	Result Detection Limit Value	Result Detection Limit Unit
RAB	RAB180109:SR:WB:	Sample-Routine	01/09/2018	09:26	1002	Water Bottle		Total Nitrogen, mixed forms	as N		106.62	ug/l	Filtered, field	4500-N	APHA			
RAB	RAB180109:SR:WB:	Sample-Routine	01/09/2018	09:26	1002	Water Bottle		Total Phosphorus, mixed forms	as P		19.49	ug/l	Filtered, field	4500-P	APHA			
RAB	RAB180109:SR:WB:	Sample-Routine	01/09/2018	09:26	1002	Water Bottle		Orthophosphate	as P		7.26	ug/l	Filtered, field	365.5	USEPA			
RAB	RAB180109:SR:WB:	Sample-Routine	01/09/2018	09:26	1002	Water Bottle		Silicate			338.52	ug/l	Filtered, field	366	USEPA			
RAB	RAB180109:SR:WB:	Sample-Routine	01/09/2018	09:26	1002	Water Bottle		Nitrate + Nitrite	as N		24.67	ug/l	Filtered, field	353.4	USEPA			
RAB	RAB180109:SR:WB:	Sample-Routine	01/09/2018	09:26	1002	Water Bottle		Ammonium	as N		3.44	ug/l	Filtered, field	Ammonium-OPA	HUIWAIOLA_WQX			
KKO	KKO180109:FM:PS:TS:	Field Msr/Obs	01/09/2018	09:35	1002	Probe/Sensor	HACH CDC401	Temperature, water			25.2	deg C		2550	APHA			
KKO	KKO180109:FM:PS:DO:	Field Msr/Obs	01/09/2018	09:35	1002	Probe/Sensor	HACH LDO101	Dissolved oxygen saturation			99.2	%		8157	HACH			
KKO	KKO180109:FM:WB:	Field Msr/Obs	01/09/2018	09:35	1002	Water Bottle	HACH 2100Q	Turbidity			1.94	NTU		180.1	USEPA			
KKO	KKO180109:FM:PS:PH:	Field Msr/Obs	01/09/2018	09:35	1002	Probe/Sensor	HACH PHC101	pH			8.18	None		8156	HACH			
KKO	KKO180109:FM:PS:TS:	Field Msr/Obs	01/09/2018	09:35	1002	Probe/Sensor	HACH CDC401	Salinity			35.1	ppt		8160	HACH			
